id_zona;id_motivo;quantidade_viagens_produzidas;quantidade_viagens_produzidas_motivo_no_destino;quantidade_viagens_atraidas;quantidade_viagens_atraidas_motivo_no_destino
97;2;2556;1016;2358;1813
97;3;8428;4866;8391;4436
97;4;6238;4712;6096;1526
97;5;1569;864;1593;726
97;6;2556;1183;2945;1822
97;7;2497;1497;2562;1201
97;8;0;0;0;0
97;9;572;462;510;110
97;10;550;457;593;489
98;1;474;237;474;237
98;2;662;316;735;346
98;3;8842;2936;9148;6255
98;4;5751;3617;5322;2319
98;5;385;385;381;0
98;6;500;361;639;278
98;7;1217;1142;919;286
98;8;375;0;375;375
98;9;2017;1268;2339;960
98;10;75;37;75;37
99;1;6454;1071;6452;5896
99;2;2370;917;2370;1494
99;3;10053;2310;10989;8809
99;4;3830;2839;3332;991
99;5;2920;2411;1206;509
99;6;821;619;625;202
99;7;557;354;547;203
99;8;435;64;435;371
99;9;1551;411;3592;3025
99;10;841;841;617;617
100;1;4935;529;5192;4663
100;2;20756;4417;20365;18131
100;3;48043;14570;46587;35429
100;4;22842;6435;23908;18445
100;5;8235;1281;8525;7515
100;6;12370;1340;12727;11595
100;7;4206;1158;3704;3279
100;8;106;0;106;106
100;9;6157;698;6370;6125
100;10;2642;2642;2622;2622
101;1;964;545;964;419
101;2;895;210;1060;867
101;3;12560;6109;12488;6494
101;4;8610;5889;8272;2758
101;5;731;446;624;285
101;6;1001;812;1107;295
101;7;1151;770;1403;633
101;8;0;0;0;0
101;9;475;55;475;475
101;10;0;0;0;0
102;1;913;384;926;529
102;2;1752;388;1775;1387
102;3;10877;4567;10993;6544
102;4;6776;2199;7032;4934
102;5;419;352;419;212
102;6;2013;441;2013;1572
102;7;976;790;953;186
102;8;0;0;0;0
102;9;3426;721;3215;2706
102;10;24;24;61;61
103;1;157;0;300;300
103;2;630;64;630;566
103;3;3253;830;5480;4763
103;4;831;711;714;120
103;5;255;132;255;123
103;6;761;113;761;648
103;7;323;234;622;388
103;8;0;0;0;0
103;9;666;277;455;389
103;10;0;0;0;0
104;1;476;392;454;84
104;2;398;206;416;192
104;3;3133;1936;3484;1627
104;4;4312;1827;4332;2473
104;5;387;350;417;68
104;6;268;268;246;0
104;7;536;306;547;230
104;8;0;0;0;0
104;9;386;323;386;63
104;10;104;104;104;0
105;1;1363;717;1706;646
105;2;1693;624;2190;1068
105;3;13616;5379;13962;9448
105;4;7320;4139;6930;3262
105;5;1539;582;1632;957
105;6;1104;673;892;459
105;7;1232;1223;881;105
105;8;0;0;0;0
105;9;519;400;420;143
105;10;489;416;442;260
106;1;1938;29;1907;1907
106;2;7147;926;8365;7345
106;3;13363;2615;14336;11983
106;4;2155;1761;1920;423
106;5;2872;333;2873;2539
106;6;77;77;85;0
106;7;308;308;174;0
106;8;0;0;0;0
106;9;857;263;731;594
106;10;336;336;51;51
107;1;1052;564;960;488
107;2;2650;1315;2649;1335
107;3;12806;4301;14744;11238
107;4;20559;9397;19044;11672
107;5;465;141;434;324
107;6;949;648;949;301
107;7;2777;1908;1550;932
107;8;0;0;0;0
107;9;972;866;769;0
107;10;431;431;1187;1187
108;1;726;384;818;342
108;2;6906;252;8450;8202
108;3;8768;1974;9395;7731
108;4;2885;1763;2728;1140
108;5;2015;445;1967;1685
108;6;297;297;269;0
108;7;279;0;305;305
108;8;40;40;40;0
108;9;288;98;315;190
108;10;9;9;9;9
109;1;9701;5858;9717;3843
109;2;10160;5150;10877;5010
109;3;41107;25105;40647;16812
109;4;61450;38623;61709;23079
109;5;7615;5013;8286;3443
109;6;15692;10940;15197;5076
109;7;3560;711;3308;2849
109;8;371;371;371;0
109;9;11359;9958;11420;1401
109;10;0;0;0;0
110;1;5131;2852;5131;3576
110;2;4957;2604;5275;2671
110;3;39650;26626;39074;15134
110;4;26634;13072;26804;13754
110;5;7626;5590;7626;2036
110;6;5929;5657;5929;273
110;7;2959;1029;2959;1929
110;8;0;0;0;0
110;9;4023;625;4023;3398
110;10;582;582;582;582
111;1;4804;3488;4804;1316
111;2;4225;2118;4225;2107
111;3;24499;17062;24742;8384
111;4;27785;16015;27227;11770
111;5;2326;1930;2326;397
111;6;4157;4157;3970;0
111;7;1270;489;1270;781
111;8;0;0;0;0
111;9;3574;3050;3761;898
111;10;0;0;0;0
112;1;3737;472;3739;3267
112;2;6622;5169;6622;1453
112;3;21033;8977;20425;12084
112;4;17280;9210;17577;8618
112;5;1773;487;1773;1286
112;6;3692;3011;3692;1390
112;7;1163;594;1793;568
112;8;0;0;0;0
112;9;982;982;854;0
112;10;0;0;0;0
113;1;4856;1514;5901;4387
113;2;9139;4333;8923;5292
113;3;17862;4473;17558;13090
113;4;19016;9319;17960;11481
113;5;3442;2129;2892;1313
113;6;1216;1216;1079;0
113;7;1729;1674;2279;55
113;8;0;0;0;0
113;9;1680;1070;1680;610
113;10;166;166;166;166
114;1;0;0;0;0
114;2;0;0;0;0
114;3;0;0;0;0
114;4;0;0;0;0
114;5;0;0;0;0
114;6;0;0;0;0
114;7;0;0;0;0
114;8;0;0;0;0
114;9;0;0;0;0
114;10;0;0;0;0
115;1;4935;2166;3787;2644
115;2;6058;2385;5737;3459
115;3;18700;12616;19046;7116
115;4;29611;14120;29372;15600
115;5;7062;5715;6105;1347
115;6;7903;6258;5793;1645
115;7;3221;2843;5774;934
115;8;0;0;0;0
115;9;3158;2115;4367;1043
115;10;0;0;0;0
116;1;8885;6766;7975;2119
116;2;15202;11801;17401;4562
116;3;68588;52302;67822;16720
116;4;130752;71418;131705;63796
116;5;5860;726;6853;6128
116;6;2109;1102;2109;1008
116;7;861;556;861;861
116;8;793;793;765;0
116;9;5671;3966;4714;748
116;10;0;0;0;0
117;1;5452;3629;5452;1823
117;2;3781;2096;3781;1685
117;3;30209;21698;26285;9282
117;4;27463;13863;29422;13748
117;5;3080;1735;3080;1346
117;6;7662;5014;7662;2648
117;7;4170;1210;4170;2960
117;8;0;0;0;0
117;9;5348;3081;5348;2267
117;10;0;0;0;0
118;1;1139;433;1420;988
118;2;2684;1998;2684;686
118;3;4876;2427;4804;2397
118;4;10479;6523;10286;4067
118;5;426;330;426;96
118;6;789;702;794;87
118;7;109;0;218;109
118;8;0;0;0;0
118;9;1325;504;1255;751
118;10;0;0;16;16
119;1;3300;1473;3300;1827
119;2;10648;7217;10625;3409
119;3;29741;20048;31124;11218
119;4;65761;32046;65981;34620
119;5;3276;1499;3276;1778
119;6;3990;3831;3990;160
119;7;1034;0;1034;1034
119;8;0;0;0;0
119;9;2229;1769;2217;460
119;10;0;0;0;0
120;1;0;0;0;0
120;2;0;0;0;0
120;3;0;0;0;0
120;4;0;0;0;0
120;5;0;0;0;0
120;6;0;0;0;0
120;7;0;0;0;0
120;8;0;0;0;0
120;9;0;0;0;0
120;10;0;0;0;0
121;1;10489;8214;10515;2274
121;2;9244;7526;9433;1718
121;3;23647;19569;21285;2473
121;4;53657;24734;54595;29377
121;5;1278;1278;2307;0
121;6;2817;2817;2817;0
121;7;99;99;99;0
121;8;0;0;0;0
121;9;4451;4451;3422;0
121;10;0;0;0;0
122;1;1904;1904;1904;0
122;2;7736;6007;7736;1728
122;3;10449;9588;10501;860
122;4;34894;20990;34671;14476
122;5;338;338;338;0
122;6;305;305;305;0
122;7;305;305;850;0
122;8;0;0;0;0
122;9;1254;832;948;445
122;10;0;0;0;0
123;1;3030;3030;3030;0
123;2;5792;4326;6019;1853
123;3;19123;18185;17432;1454
123;4;37385;25844;36482;11962
123;5;1488;0;459;459
123;6;884;600;884;283
123;7;5688;3055;6924;3660
123;8;0;0;0;0
123;9;1850;1130;2543;883
123;10;0;0;0;0
124;1;2085;1378;2085;960
124;2;10216;8213;9209;2179
124;3;18755;15233;18611;3446
124;4;48829;20749;49535;31529
124;5;3478;2146;3478;1332
124;6;2732;1555;2804;1278
124;7;976;317;947;631
124;8;0;0;0;0
124;9;1074;1074;1867;1029
124;10;0;0;0;0
125;1;6872;5289;6762;1583
125;2;6229;5854;5433;376
125;3;18996;12179;21846;8173
125;4;31940;14950;33282;17535
125;5;974;746;974;227
125;6;2816;2586;2332;230
125;7;4485;2308;3461;2178
125;8;0;0;0;0
125;9;1027;490;1027;537
125;10;0;0;0;0
126;1;1266;1266;1308;526
126;2;8880;4828;9255;4052
126;3;21643;11308;21123;9610
126;4;21566;8797;21492;13273
126;5;1481;735;1481;746
126;6;2214;1164;2214;1050
126;7;2130;1280;2014;850
126;8;140;140;140;0
126;9;986;271;1102;716
126;10;0;0;0;0
127;1;4143;1486;4143;2657
127;2;9777;5395;9705;4504
127;3;30366;16142;28970;14694
127;4;51051;19708;51668;32853
127;5;2965;1275;2124;1690
127;6;3633;3311;3918;1163
127;7;3441;2100;3557;1457
127;8;587;587;587;0
127;9;6907;4596;6821;2226
127;10;123;123;123;123
128;1;1850;104;1850;1745
128;2;3554;100;3554;3453
128;3;6602;1083;6582;5529
128;4;2276;381;2261;1895
128;5;198;95;214;103
128;6;5024;451;5345;5305
128;7;874;735;273;138
128;8;56;56;56;0
128;9;3400;135;3441;3364
128;10;152;43;148;108
129;1;1976;131;1976;1846
129;2;3302;241;3259;3061
129;3;13125;1622;14537;13517
129;4;3634;1299;3444;2356
129;5;1856;140;1863;1700
129;6;5990;808;5839;5673
129;7;1158;96;1199;1062
129;8;468;40;468;427
129;9;3202;77;3762;3722
129;10;364;364;240;240
130;1;248;215;224;33
130;2;1361;1206;1328;154
130;3;5493;2102;5696;3710
130;4;2966;1884;2763;1157
130;5;320;320;320;0
130;6;357;357;357;0
130;7;14;0;102;14
130;8;0;0;0;0
130;9;2150;1995;2062;2062
130;10;109;109;109;109
131;1;2643;57;2643;2586
131;2;773;104;688;577
131;3;8380;484;5826;5366
131;4;2336;365;2334;1979
131;5;442;18;433;424
131;6;500;109;500;391
131;7;239;120;2069;1949
131;8;0;0;0;0
131;9;3900;9;3197;3180
131;10;0;0;0;0
132;1;1681;1003;677;677
132;2;461;0;461;461
132;3;4391;371;4836;4836
132;4;75;0;721;721
132;5;0;0;0;0
132;6;1290;0;1290;1290
132;7;1256;0;1277;1277
132;8;531;0;531;531
132;9;801;275;526;526
132;10;0;0;1003;1003
133;1;3729;3468;3835;367
133;2;8585;4590;8585;4256
133;3;28053;14387;28172;14465
133;4;23008;5646;23272;17968
133;5;1835;868;1835;966
133;6;4797;47;4804;4804
133;7;3008;1162;2187;1833
133;8;0;0;0;0
133;9;1461;561;1414;900
133;10;298;298;615;615
134;1;1573;699;1573;873
134;2;3160;1129;3109;2032
134;3;23531;11123;25305;14301
134;4;21687;9492;21992;13329
134;5;3634;2806;3634;828
134;6;5651;3264;5737;2473
134;7;1484;1484;673;0
134;8;0;0;0;0
134;9;2103;1111;2103;992
134;10;322;0;322;322
135;1;2795;2308;2795;487
135;2;4153;2296;3043;1858
135;3;22260;10189;21713;12336
135;4;25806;12705;25575;13735
135;5;3166;2733;2362;433
135;6;4696;671;4736;4065
135;7;4911;3588;7199;2185
135;8;0;0;0;0
135;9;2105;1160;2323;944
135;10;86;0;288;86
136;1;8236;2100;8236;6524
136;2;3594;1623;3370;1971
136;3;24418;12012;24744;13394
136;4;18300;9790;18391;9232
136;5;3419;777;3319;2626
136;6;4809;4650;4904;566
136;7;1866;795;1866;1071
136;8;56;0;56;56
136;9;3559;1981;3341;1890
136;10;989;989;1131;1131
137;1;1712;842;1712;548
137;2;5529;3710;4855;1870
137;3;20868;11560;21069;10743
137;4;29268;15985;29705;13534
137;5;4095;3408;4079;686
137;6;2782;1362;2782;1420
137;7;1020;1020;1036;16
137;8;0;0;0;0
137;9;4025;2674;3599;1351
137;10;1113;404;1562;853
138;1;5469;937;5469;4532
138;2;4370;1457;5832;4274
138;3;10027;3143;10137;7078
138;4;8796;4387;8515;4432
138;5;2159;81;2749;2628
138;6;555;555;413;0
138;7;2065;1837;343;228
138;8;0;0;0;0
138;9;769;472;769;297
138;10;0;0;0;0
139;1;2760;1603;1892;1157
139;2;3560;2462;3559;1096
139;3;12495;8467;13020;4321
139;4;21175;11487;21330;10133
139;5;1435;964;1700;471
139;6;4945;2418;4810;2527
139;7;2780;710;3167;2092
139;8;233;233;233;0
139;9;1312;1287;1020;25
139;10;0;0;0;0
140;1;2937;2253;2915;684
140;2;5292;3593;5496;1924
140;3;14035;7552;13187;6486
140;4;22856;13032;22874;9841
140;5;3462;2068;3562;1493
140;6;2871;1767;2776;1104
140;7;1830;722;2102;1105
140;8;0;0;0;0
140;9;4550;3155;4851;1395
140;10;224;224;0;0
141;1;7267;4309;7267;2958
141;2;19917;13119;20366;7247
141;3;53597;32514;52718;26254
141;4;45719;29436;47600;21716
141;5;5460;4499;5325;961
141;6;10567;5454;10584;5130
141;7;3505;2297;3505;1208
141;8;427;427;427;0
141;9;5201;2935;5201;4844
141;10;475;475;0;0
142;1;5541;2130;5541;3412
142;2;5432;3360;5432;2073
142;3;29186;22969;29976;6215
142;4;24505;18603;23770;5903
142;5;1683;262;1683;1421
142;6;2103;1268;2103;835
142;7;197;0;197;197
142;8;0;0;0;0
142;9;2058;1983;2058;74
142;10;0;0;0;0
143;1;0;0;0;0
143;2;0;0;0;0
143;3;0;0;0;0
143;4;0;0;0;0
143;5;0;0;0;0
143;6;0;0;0;0
143;7;0;0;0;0
143;8;0;0;0;0
143;9;0;0;0;0
143;10;0;0;0;0
144;1;2946;2153;2946;792
144;2;16640;9284;16070;7934
144;3;57862;40568;55661;17729
144;4;65019;40868;63117;29894
144;5;18451;8204;18743;11583
144;6;4867;1527;5016;3489
144;7;7132;3549;8902;3583
144;8;0;0;0;0
144;9;7117;5061;6461;4060
144;10;655;578;655;655
145;1;32;32;32;0
145;2;691;372;639;319
145;3;3471;2456;3467;1077
145;4;7183;2199;7234;5046
145;5;718;718;714;0
145;6;195;195;195;0
145;7;734;31;734;703
145;8;0;0;0;0
145;9;191;144;191;47
145;10;151;76;151;76
146;1;0;0;0;0
146;2;0;0;0;0
146;3;0;0;0;0
146;4;0;0;0;0
146;5;0;0;0;0
146;6;0;0;0;0
146;7;0;0;0;0
146;8;0;0;0;0
146;9;0;0;0;0
146;10;0;0;0;0
147;1;2692;114;2692;2578
147;2;6286;4663;5941;2066
147;3;16462;10858;15446;5220
147;4;14066;9067;15439;5829
147;5;855;646;855;210
147;6;2325;2080;2183;245
147;7;436;120;374;317
147;8;0;0;0;0
147;9;2149;1881;2291;268
147;10;0;0;0;0
148;1;1050;436;1182;746
148;2;2120;1538;2120;583
148;3;14341;8550;15267;6413
148;4;12648;7697;12344;4951
148;5;363;274;342;89
148;6;2843;868;2843;1975
148;7;185;185;185;0
148;8;0;0;0;0
148;9;2269;2138;2290;2059
148;10;0;0;0;0
149;1;0;0;0;0
149;2;0;0;0;0
149;3;0;0;0;0
149;4;0;0;0;0
149;5;0;0;0;0
149;6;0;0;0;0
149;7;280;0;280;280
149;8;0;0;0;0
149;9;0;0;0;0
149;10;0;0;0;0
150;1;6091;3907;6091;2185
150;2;2673;2057;2673;616
150;3;23186;18242;21497;4944
150;4;21281;12272;21281;9008
150;5;479;365;479;114
150;6;2887;2022;2887;864
150;7;2830;1791;3624;1833
150;8;0;0;0;0
150;9;684;650;684;34
150;10;1232;616;1232;616
151;1;8383;6325;8383;2469
151;2;5650;3976;4320;1674
151;3;44698;27838;45375;16644
151;4;26257;19562;23900;6696
151;5;2600;1562;2600;1038
151;6;1492;1492;1492;0
151;7;8929;4853;8918;4076
151;8;0;0;0;0
151;9;4492;3818;4219;674
151;10;169;0;169;169
152;1;2024;1337;2177;840
152;2;9408;4943;9276;4563
152;3;13097;8213;11047;5216
152;4;18511;11029;19737;7811
152;5;4198;1912;4198;3076
152;6;5905;4861;5790;1044
152;7;3526;1459;4141;2066
152;8;604;0;604;604
152;9;3729;1982;3855;2109
152;10;0;0;0;0
153;1;1574;762;1553;812
153;2;1368;738;1499;630
153;3;9688;4687;9838;5275
153;4;7261;4735;6908;2602
153;5;4000;2442;3993;1711
153;6;2998;2107;2627;891
153;7;2766;1280;2987;1487
153;8;0;0;0;0
153;9;597;380;530;217
153;10;369;369;532;0
154;1;4068;2077;3463;1386
154;2;8223;5555;9476;3452
154;3;32273;15934;29925;19710
154;4;39384;15009;40643;27056
154;5;3482;1094;3437;2343
154;6;1755;1285;2205;921
154;7;4374;506;4795;4289
154;8;0;0;0;0
154;9;6527;1287;6739;5903
154;10;1091;673;690;690
155;1;1861;1122;1671;945
155;2;946;946;946;0
155;3;13039;9215;13308;4202
155;4;12746;8915;12528;3830
155;5;1853;1853;1853;0
155;6;2529;2529;2529;0
155;7;1080;1080;1080;0
155;8;0;0;0;0
155;9;1341;1341;1341;0
155;10;584;584;584;584
156;1;4939;2680;4939;2259
156;2;9959;5617;9948;4789
156;3;15361;9561;15839;6362
156;4;37868;17441;37349;21054
156;5;9279;4209;9324;5070
156;6;1177;1037;1177;407
156;7;4035;3059;3608;976
156;8;224;224;224;0
156;9;3535;3051;4221;1437
156;10;609;609;1027;295
157;1;1312;267;1312;1045
157;2;2201;2201;2201;0
157;3;6183;5671;6047;513
157;4;8691;4075;8691;4775
157;5;688;479;688;209
157;6;946;946;946;0
157;7;654;420;654;235
157;8;0;0;0;0
157;9;358;209;358;149
157;10;0;0;0;0
158;1;1141;1044;1698;97
158;2;7009;4320;6396;2710
158;3;15102;10083;15211;5415
158;4;25458;12577;25548;12881
158;5;687;252;687;435
158;6;3946;3946;3946;106
158;7;473;0;473;473
158;8;0;0;0;0
158;9;4010;3418;4009;590
158;10;21;21;21;21
159;1;8584;5261;8632;3322
159;2;10445;6868;8029;3577
159;3;29491;16013;28686;13838
159;4;36066;19927;37076;16797
159;5;3319;2065;3319;1255
159;6;9523;8615;9523;908
159;7;2790;1735;2790;1055
159;8;0;0;0;0
159;9;4002;1656;4002;2346
159;10;0;0;0;0
160;1;2734;1580;2793;1212
160;2;7118;5460;5207;1676
160;3;28187;16791;27975;11737
160;4;20555;11319;23112;9236
160;5;1475;974;1475;501
160;6;4591;3115;4210;1476
160;7;1009;645;1357;364
160;8;0;0;0;0
160;9;1290;949;1290;341
160;10;0;0;0;0
161;1;11266;6624;12270;6148
161;2;12745;6649;13142;6571
161;3;34712;14379;33497;20226
161;4;19965;13244;20411;7239
161;5;2994;1987;2994;1007
161;6;5352;501;5381;4880
161;7;750;750;724;445
161;8;8;0;8;8
161;9;2700;1577;2992;1564
161;10;1063;1063;60;60
162;1;4351;105;4246;4246
162;2;8186;2737;8780;6290
162;3;15143;4066;15322;11907
162;4;12626;4089;12247;8537
162;5;1436;585;1359;851
162;6;376;376;366;0
162;7;1187;582;1187;604
162;8;224;0;224;224
162;9;461;228;461;234
162;10;82;82;82;0
163;1;4020;1652;4020;2368
163;2;6499;3532;8428;4896
163;3;22592;11278;22316;12578
163;4;27122;13501;25227;13655
163;5;4332;2690;5093;2403
163;6;4757;1685;4768;3082
163;7;4295;3010;3534;1285
163;8;0;0;0;0
163;9;2209;1480;2209;1198
163;10;1262;631;1262;631
164;1;3183;412;4309;4113
164;2;3245;1063;2803;2182
164;3;10524;1494;9729;8308
164;4;1875;873;1875;1001
164;5;577;181;655;400
164;6;1425;222;1425;1202
164;7;500;396;143;105
164;8;0;0;0;0
164;9;359;359;359;0
164;10;216;216;216;216
165;1;1937;251;1937;1686
165;2;3669;437;4100;3749
165;3;5947;855;5941;5168
165;4;4339;874;4232;3358
165;5;1753;126;1753;1627
165;6;261;169;261;92
165;7;2017;0;2017;2017
165;8;27;27;27;0
165;9;46;46;48;0
165;10;0;0;0;0
166;1;1463;731;2494;1763
166;2;11014;4314;11014;6700
166;3;40799;15203;41655;30023
166;4;25730;10051;24208;17165
166;5;7479;4657;6418;2822
166;6;9520;1575;9559;8336
166;7;6593;1052;6804;5667
166;8;0;0;0;0
166;9;3624;1997;3141;1627
166;10;1507;1507;2136;1988
167;1;4156;773;4430;3715
167;2;11015;953;12448;11760
167;3;40551;7126;38909;33884
167;4;17164;7601;16120;10513
167;5;6384;1109;6575;6087
167;6;11239;1135;11728;11007
167;7;2897;97;3133;2979
167;8;0;0;0;0
167;9;7928;1547;7625;7281
167;10;1472;1472;1851;1851
168;1;1349;558;1139;791
168;2;10700;1249;10864;9615
168;3;26301;10624;25691;17052
168;4;15243;7935;15375;7678
168;5;5633;1418;5555;4215
168;6;3185;1876;3185;1310
168;7;4581;2133;4703;2448
168;8;0;0;0;0
168;9;6526;878;6134;5330
168;10;264;264;422;422
169;1;1998;1071;1998;928
169;2;5358;1105;5147;4253
169;3;29359;13561;26631;18308
169;4;45847;13205;49549;39086
169;5;2563;1313;2563;1250
169;6;3384;1418;3471;2037
169;7;8333;3506;8333;4902
169;8;0;0;0;0
169;9;4301;1930;3791;2671
169;10;830;830;325;325
170;1;2353;951;2096;1402
170;2;17894;4730;18988;14472
170;3;30543;12342;29061;19885
170;4;36709;15856;36148;20999
170;5;4822;1526;4822;3297
170;6;8780;542;8702;8160
170;7;8807;587;8807;8220
170;8;728;0;728;728
170;9;4236;1997;4501;2282
170;10;1301;1301;1301;1090
171;1;2755;0;2761;2761
171;2;5216;3108;5543;2108
171;3;16361;8921;15874;7994
171;4;31340;17535;30779;13848
171;5;2809;2480;2809;329
171;6;2567;1328;2953;1684
171;7;2722;1841;3847;1593
171;8;0;0;0;0
171;9;3630;2171;2724;1327
171;10;469;0;469;469
172;1;178;178;178;0
172;2;4559;1140;4559;3419
172;3;9982;8279;9774;1802
172;4;19795;7521;20095;14273
172;5;1489;687;1489;802
172;6;2243;1878;2243;365
172;7;1975;1293;1562;683
172;8;0;0;0;0
172;9;3743;1901;3743;1841
172;10;0;0;0;0
173;1;1292;281;1717;1436
173;2;4375;1914;4328;2461
173;3;10327;6823;10080;4437
173;4;10479;5957;10632;4701
173;5;436;273;427;309
173;6;0;0;0;0
173;7;570;570;570;0
173;8;0;0;0;0
173;9;1019;297;1043;746
173;10;200;200;200;200
174;1;1479;1479;1479;0
174;2;6396;6022;6396;560
174;3;12791;10419;12946;2825
174;4;24973;13965;24865;11658
174;5;2395;1296;2395;1099
174;6;1430;1430;1430;0
174;7;1785;1785;1785;0
174;8;0;0;0;0
174;9;3065;1850;3065;1215
174;10;0;0;0;0
175;1;1994;1994;1994;0
175;2;2715;2615;1967;99
175;3;6894;4802;7238;2851
175;4;9686;7467;9885;2660
175;5;806;581;806;226
175;6;983;396;983;586
175;7;107;0;107;107
175;8;219;128;219;91
175;9;468;303;468;166
175;10;350;175;350;175
176;1;2425;1414;2425;1011
176;2;6705;3842;7463;2862
176;3;14507;10169;15647;5188
176;4;20382;6600;20370;13770
176;5;1340;420;1340;1340
176;6;2123;1870;527;252
176;7;2612;1258;2205;1354
176;8;0;0;0;0
176;9;2588;1860;2060;845
176;10;0;0;0;0
177;1;449;449;449;0
177;2;2536;1342;2415;1194
177;3;5737;5053;5634;685
177;4;5948;4718;6069;1341
177;5;478;478;478;0
177;6;1817;1296;1817;520
177;7;1647;230;1603;1373
177;8;91;91;91;0
177;9;436;436;436;0
177;10;0;0;0;0
178;1;583;0;583;583
178;2;0;0;0;0
178;3;193;0;177;177
178;4;7967;0;7995;7995
178;5;0;0;0;0
178;6;0;0;0;0
178;7;0;0;0;0
178;8;0;0;0;0
178;9;0;0;0;0
178;10;0;0;0;0
179;1;0;0;0;0
179;2;0;0;0;0
179;3;0;0;0;0
179;4;0;0;0;0
179;5;0;0;0;0
179;6;0;0;0;0
179;7;0;0;0;0
179;8;0;0;0;0
179;9;0;0;0;0
179;10;0;0;0;0
180;1;9991;5749;10048;4356
180;2;8270;6098;7260;2172
180;3;23480;19157;22497;4544
180;4;45069;26763;45876;19577
180;5;3995;2354;5110;2151
180;6;3474;1675;2480;1799
180;7;3201;2639;3589;562
180;8;0;0;0;0
180;9;4045;3331;3737;850
180;10;456;57;456;456
181;1;4953;3904;5179;1275
181;2;7389;3018;7723;4551
181;3;18974;11411;18317;7842
181;4;27240;12527;27589;15282
181;5;2806;1276;2330;1530
181;6;5382;2906;5640;2257
181;7;1776;875;2139;1264
181;8;0;0;0;0
181;9;2544;1747;2363;1273
181;10;0;0;0;0
182;1;3506;1937;3506;1569
182;2;8190;3789;8190;3789
182;3;15549;13277;16892;3966
182;4;33786;19887;33378;13872
182;5;653;155;662;662
182;6;5824;5012;5824;812
182;7;382;0;382;382
182;8;0;0;0;0
182;9;2032;610;2032;1422
182;10;612;612;612;612
183;1;1435;1435;1010;0
183;2;3268;2618;3035;417
183;3;20738;14785;20067;5839
183;4;20170;13406;21022;7213
183;5;830;830;830;0
183;6;2700;1699;2700;1001
183;7;2462;1813;2462;649
183;8;472;472;472;0
183;9;5465;5465;5442;0
183;10;0;0;0;0
184;1;648;462;522;186
184;2;2870;1004;2728;1866
184;3;9092;6567;8845;2525
184;4;10928;6492;11442;4436
184;5;653;653;648;0
184;6;2522;2522;2522;0
184;7;1642;1617;1357;25
184;8;0;0;0;0
184;9;1666;1666;1666;0
184;10;0;0;0;0
185;1;939;671;939;268
185;2;4870;2723;4245;2147
185;3;7009;5940;8438;1565
185;4;24214;10479;24325;14357
185;5;1067;140;1067;927
185;6;1042;965;1042;77
185;7;524;524;98;0
185;8;137;137;137;0
185;9;2000;1845;2000;155
185;10;0;0;0;0
186;1;139;139;187;0
186;2;1218;1135;1170;83
186;3;5961;3899;5617;2061
186;4;6345;3868;6536;2477
186;5;526;89;526;437
186;6;550;427;550;123
186;7;1801;258;909;651
186;8;0;0;0;0
186;9;864;0;1323;1323
186;10;0;0;0;0
187;1;2538;2538;2185;0
187;2;3900;3332;3900;568
187;3;18186;14873;18630;4581
187;4;39912;23452;38907;16907
187;5;5266;4377;5266;889
187;6;2619;2266;2837;353
187;7;2095;2061;1876;33
187;8;0;0;0;0
187;9;1314;1314;1314;0
187;10;399;399;399;0
188;1;2251;1993;2251;258
188;2;3045;2555;3071;587
188;3;13174;8142;14210;6706
188;4;45312;16273;44585;31853
188;5;2788;1775;2797;1022
188;6;3014;1759;3295;1255
188;7;1048;692;785;355
188;8;0;0;0;0
188;9;2413;1622;2413;791
188;10;97;97;97;97
189;1;2052;662;2348;1686
189;2;6153;4782;5936;1371
189;3;20567;13195;19636;8182
189;4;35157;19896;35088;15638
189;5;2042;1678;1829;364
189;6;4255;2510;4255;1794
189;7;1737;0;3845;3845
189;8;936;936;936;0
189;9;759;553;759;206
189;10;469;469;469;469
190;1;2168;911;2706;1795
190;2;6307;2375;6565;4833
190;3;23466;10057;22994;14008
190;4;13593;6911;13937;7026
190;5;3566;2294;3549;1272
190;6;4791;1799;4860;4140
190;7;6591;3354;6676;3322
190;8;0;0;0;0
190;9;4450;1995;3833;2454
190;10;1012;1012;246;246
191;1;0;0;418;418
191;2;3381;0;3381;3381
191;3;8899;0;11971;11971
191;4;10851;2585;7965;7965
191;5;105;0;270;270
191;6;597;597;0;0
191;7;4664;0;5294;5294
191;8;791;0;791;791
191;9;5083;165;4918;4918
191;10;198;198;0;0
192;1;1622;1488;1607;133
192;2;3434;2401;3599;1497
192;3;14188;9180;13578;5783
192;4;19530;11798;19421;8100
192;5;3367;2781;3367;585
192;6;2105;1951;2105;153
192;7;1098;561;1237;537
192;8;0;0;0;0
192;9;4433;2889;4920;1985
192;10;944;944;944;944
193;1;882;425;1021;596
193;2;1085;972;1085;113
193;3;10110;6324;9256;3337
193;4;8312;6762;8312;1550
193;5;2006;0;2006;2006
193;6;1075;854;1075;221
193;7;808;308;808;500
193;8;0;0;0;0
193;9;499;313;905;592
193;10;0;0;0;0
194;1;1168;1168;1030;0
194;2;5412;3024;5412;2388
194;3;5925;3401;5692;2524
194;4;14114;7382;14114;6991
194;5;1249;1036;1462;213
194;6;743;743;776;0
194;7;753;464;773;150
194;8;0;0;0;0
194;9;2208;1608;2208;599
194;10;0;0;0;0
