id_zona;id_modo;quantidade_viagens_produzidas;quantidade_viagens_atraidas
111;5;6607;6607
111;6;21759;21056
111;7;3353;3806
111;8;0;0
111;9;5797;5344
111;10;7710;7710
111;11;0;0
111;12;0;0
111;13;12957;12957
111;14;0;0
112;1;833;313
112;2;1507;1560
112;3;10503;10786
112;4;357;357
112;5;6626;6878
112;6;16819;16819
112;7;2840;2967
112;8;0;0
112;9;355;355
112;10;3238;3238
112;11;450;450
112;12;636;636
112;13;11621;11621
112;14;497;497
113;1;1515;951
113;2;1138;1302
113;3;8738;9743
113;4;1252;497
113;5;3548;3548
113;6;18777;18484
113;7;6967;6533
113;8;0;0
113;9;653;861
113;10;638;638
113;11;0;0
113;12;390;390
113;13;15489;15489
113;14;0;0
115;1;2799;5058
115;2;2541;2541
115;3;16865;14707
115;4;1189;810
115;5;13862;14241
115;6;12684;12131
115;7;9858;9644
115;8;0;0
115;9;2178;2178
115;10;2285;2285
115;11;0;0
115;12;0;0
115;13;16387;16387
115;14;0;0
116;1;8976;9508
116;2;15132;14221
116;3;53814;55571
116;4;1629;3537
116;5;24286;23907
116;6;24139;23683
116;7;12963;12654
116;8;0;222
116;9;1167;287
116;10;4906;4906
116;11;1005;1005
116;12;0;0
116;13;90705;90705
116;14;0;0
117;1;2343;1117
117;2;2923;2923
117;3;21269;20404
117;4;3210;3210
117;5;6538;6538
117;6;21063;20578
117;7;9547;9547
117;8;0;0
117;9;0;0
117;10;2712;2712
117;11;0;610
117;12;0;0
117;13;17560;17560
117;14;0;0
118;1;529;433
118;2;316;79
118;3;5116;5141
118;4;116;116
118;5;1596;1596
118;6;1963;2135
118;7;1372;1586
118;8;0;0
118;9;0;0
118;10;1542;1542
118;11;0;0
118;12;0;0
118;13;9275;9275
118;14;0;0
119;1;6480;5830
119;2;10211;10874
119;3;27386;27950
119;4;1393;1393
119;5;14964;14964
119;6;18126;18143
119;7;4592;4853
119;8;0;0
119;9;1082;1082
119;10;1307;2017
119;11;0;0
119;12;0;0
119;13;34440;34440
119;14;0;0
121;1;4578;3466
121;2;1056;1056
121;3;32495;34004
121;4;0;0
121;5;8116;7634
121;6;6509;5042
121;7;4438;4921
121;8;0;0
121;9;2686;2686
121;10;502;364
121;11;0;0
121;12;1601;1601
121;13;43699;43699
121;14;0;0
122;1;2631;2302
122;2;1225;1225
122;3;21619;22438
122;4;0;0
122;5;2686;2686
122;6;1743;1743
122;7;748;326
122;8;0;0
122;9;221;221
122;10;0;0
122;11;0;0
122;12;0;0
122;13;26313;26313
122;14;0;0
123;1;1935;1935
123;2;1346;901
123;3;24400;24546
123;4;0;0
123;5;2639;2639
123;6;9654;10765
123;7;5484;6028
123;8;0;0
123;9;1792;0
123;10;1420;1420
123;11;0;0
123;12;0;0
123;13;26570;25541
123;14;0;0
124;1;2310;1926
124;2;639;639
124;3;20813;19179
124;4;0;0
124;5;7630;7630
124;6;12986;13570
124;7;11756;11612
124;8;0;0
124;9;598;785
124;10;1148;1148
124;11;0;0
124;12;462;462
124;13;29804;31587
124;14;0;0
125;1;3880;3262
125;2;0;0
125;3;17922;17959
125;4;0;0
125;5;10019;10019
125;6;16797;18706
125;7;2805;3076
125;8;0;0
125;9;2178;2388
125;10;994;994
125;11;0;0
125;12;0;0
125;13;18745;18712
125;14;0;0
126;1;1825;1915
126;2;382;382
126;3;17443;17853
126;4;0;0
126;5;2830;2830
126;6;11349;11151
126;7;5350;5593
126;8;0;0
126;9;1333;1333
126;10;2525;2525
126;11;539;539
126;12;2311;2311
126;13;14419;13698
126;14;0;0
127;1;2245;2156
127;2;716;716
127;3;32215;31437
127;4;0;0
127;5;8787;8505
127;6;21080;20327
127;7;11185;12758
127;8;123;123
127;9;4348;3564
127;10;4796;4216
127;11;91;91
127;12;191;191
127;13;27216;27531
127;14;0;0
128;1;5233;5073
128;2;0;0
128;3;5001;5177
128;4;0;0
128;5;242;242
128;6;6623;6623
128;7;2422;2302
128;8;0;0
128;9;2941;3080
128;10;177;177
128;11;0;0
128;12;100;100
128;13;835;947
128;14;410;0
129;1;5425;6672
129;2;0;0
129;3;11156;11307
129;4;0;0
129;5;114;114
129;6;9325;9325
129;7;1817;2115
129;8;0;0
129;9;2241;2241
129;10;1404;1404
129;11;0;0
129;12;86;86
129;13;3507;2913
129;14;0;410
130;1;1980;2163
130;2;0;0
130;3;2659;2098
130;4;0;0
130;5;368;368
130;6;2903;2919
130;7;432;463
130;8;0;0
130;9;164;486
130;10;344;337
130;11;0;0
130;12;685;685
130;13;3482;3443
130;14;0;0
131;1;7912;6691
131;2;0;0
131;3;3571;4375
131;4;13;0
131;5;136;136
131;6;3491;3373
131;7;786;926
131;8;0;0
131;9;2269;1119
131;10;245;245
131;11;14;14
131;12;44;44
131;13;734;767
131;14;0;0
132;1;2271;1432
132;2;0;17
132;3;2595;2595
132;4;0;0
132;5;0;0
132;6;1530;2344
132;7;948;1223
132;8;0;0
132;9;0;0
132;10;1280;1280
132;11;0;0
132;12;531;531
132;13;328;898
132;14;1003;1003
133;1;7908;8153
133;2;387;387
133;3;14768;14467
133;4;0;0
133;5;1879;2207
133;6;23472;23472
133;7;5988;5599
133;8;434;434
133;9;4946;5022
133;10;2387;2387
133;11;14;14
133;12;1811;1811
133;13;10783;10766
133;14;0;0
134;1;4723;5218
134;2;873;873
134;3;13760;12340
134;4;0;0
134;5;5579;5579
134;6;20707;20707
134;7;4137;5568
134;8;0;0
134;9;2963;2467
134;10;720;720
134;11;241;1532
134;12;0;0
134;13;9443;9443
134;14;0;0
135;1;7004;7581
135;2;0;0
135;3;16915;17824
135;4;0;0
135;5;5816;5488
135;6;20671;20671
135;7;10210;9819
135;8;0;139
135;9;3719;3134
135;10;1156;1156
135;11;0;0
135;12;1515;1515
135;13;2972;2709
135;14;0;0
136;1;5950;4926
136;2;575;575
136;3;15440;17559
136;4;0;0
136;5;3567;3567
136;6;16732;16956
136;7;5608;4320
136;8;0;0
136;9;930;930
136;10;4422;4422
136;11;205;205
136;12;56;56
136;13;13980;14061
136;14;1780;1780
137;1;2050;2050
137;2;0;0
137;3;14245;13994
137;4;0;0
137;5;5042;4975
137;6;15351;14666
137;7;8240;8070
137;8;210;448
137;9;802;1488
137;10;1202;1202
137;11;0;0
137;12;1811;1811
137;13;21458;21696
137;14;0;0
138;1;2134;2134
138;2;1138;1138
138;3;9685;10002
138;4;0;0
138;5;1554;1554
138;6;6733;6733
138;7;2166;2057
138;8;0;0
138;9;574;683
138;10;772;772
138;11;0;0
138;12;1344;1344
138;13;8112;7812
138;14;0;0
139;1;3159;2938
139;2;556;556
139;3;9810;10518
139;4;0;0
139;5;2419;2701
139;6;14245;14245
139;7;7470;6515
139;8;0;0
139;9;695;695
139;10;203;203
139;11;241;241
139;12;1579;1579
139;13;10318;10318
139;14;0;223
140;1;3681;3681
140;2;741;152
140;3;15558;15859
140;4;0;0
140;5;5523;5523
140;6;4439;4215
140;7;2640;2888
140;8;210;210
140;9;1276;1027
140;10;0;0
140;11;539;539
140;12;0;0
140;13;23450;23668
140;14;0;0
141;1;5561;5561
141;2;0;485
141;3;32183;29159
141;4;0;0
141;5;3347;3347
141;6;21733;21931
141;7;8622;8904
141;8;0;0
141;9;531;3698
141;10;3381;3381
141;11;0;0
141;12;9434;9434
141;13;67344;67095
141;14;0;0
142;1;5542;4801
142;2;1242;1242
142;3;20732;21770
142;4;419;419
142;5;12251;12251
142;6;2207;2207
142;7;2371;2128
142;8;0;0
142;9;281;281
142;10;684;684
142;11;0;0
142;12;1601;1601
142;13;23376;23376
142;14;0;0
144;1;12605;12326
144;2;0;0
144;3;34348;35806
144;4;526;0
144;5;2715;2715
144;6;46122;46122
144;7;15979;14479
144;8;771;639
144;9;7993;6906
144;10;6639;6639
144;11;2583;1291
144;12;2973;2973
144;13;47395;47635
144;14;39;39
145;1;545;545
145;2;0;0
145;3;3540;3381
145;4;0;0
145;5;1416;1416
145;6;2371;2371
145;7;677;753
145;8;131;131
145;9;353;428
145;10;927;927
145;11;0;0
145;12;0;0
145;13;3405;3405
145;14;0;0
147;1;2278;2527
147;2;0;0
147;3;12663;11730
147;4;0;0
147;5;3125;3342
147;6;13588;13588
147;7;673;851
147;8;0;0
147;9;632;632
147;10;597;597
147;11;0;0
147;12;1759;1759
147;13;9957;10197
147;14;0;0
148;1;2631;2631
148;2;0;0
148;3;6892;7824
148;4;0;0
148;5;4707;4707
148;6;7889;7889
148;7;2967;2979
148;8;0;0
148;9;423;232
148;10;1187;1187
148;11;0;0
148;12;1070;1070
148;13;8053;8053
148;14;0;0
149;1;0;0
149;2;0;0
149;3;0;0
149;4;0;0
149;5;0;0
149;6;0;0
149;7;280;280
149;8;0;0
149;9;0;0
149;10;0;0
149;11;0;0
149;12;0;0
149;13;0;0
149;14;0;0
150;1;3939;3543
150;2;0;0
150;3;26088;25589
150;4;0;0
150;5;6658;6658
150;6;6272;6272
150;7;649;649
150;8;0;0
150;9;0;0
150;10;603;603
150;11;0;0
150;12;0;0
150;13;17133;17133
150;14;0;0
151;1;5622;5452
151;2;666;666
151;3;28385;30308
151;4;0;0
151;5;7071;7071
151;6;20317;18506
151;7;7054;7394
151;8;0;0
151;9;2697;1585
151;10;573;573
151;11;2397;0
151;12;0;0
151;13;27656;27585
151;14;235;235
152;1;10121;10366
152;2;276;276
152;3;12516;12959
152;4;0;0
152;5;1785;1785
152;6;18668;18470
152;7;7478;6531
152;8;139;0
152;9;1083;1582
152;10;307;307
152;11;0;0
152;12;405;405
152;13;8224;8145
152;14;0;0
153;1;2015;2636
153;2;0;0
153;3;5572;5048
153;4;211;211
153;5;2264;2264
153;6;10846;10846
153;7;5176;5252
153;8;0;131
153;9;1463;635
153;10;0;0
153;11;0;0
153;12;0;0
153;13;3075;3075
153;14;0;369
154;1;9250;9250
154;2;0;0
154;3;27358;25161
154;4;0;0
154;5;3264;3264
154;6;23705;23903
154;7;7015;6708
154;8;0;0
154;9;1117;1929
154;10;3041;3220
154;11;1291;2803
154;12;0;0
154;13;25134;25134
154;14;0;0
155;1;3533;3383
155;2;0;0
155;3;9446;9675
155;4;0;0
155;5;2562;2345
155;6;2295;2295
155;7;1214;1214
155;8;0;0
155;9;193;193
155;10;2227;2227
155;11;274;274
155;12;0;0
155;13;14234;14234
155;14;0;0
156;1;4943;5143
156;2;0;0
156;3;11277;11710
156;4;0;0
156;5;6561;6561
156;6;22880;22942
156;7;10505;9992
156;8;552;552
156;9;2420;1608
156;10;890;890
156;11;0;886
156;12;557;557
156;13;26403;26816
156;14;0;0
157;1;566;626
157;2;0;0
157;3;5557;5293
157;4;226;226
157;5;4603;4603
157;6;2372;2372
157;7;521;472
157;8;0;0
157;9;60;174
157;10;519;519
157;11;0;0
157;12;2864;2864
157;13;3511;3514
157;14;235;235
158;1;2829;2216
158;2;609;609
158;3;8327;9199
158;4;0;0
158;5;5561;5561
158;6;12381;12793
158;7;7514;6860
158;8;0;0
158;9;4648;3710
158;10;252;252
158;11;0;0
158;12;0;0
158;13;15725;16788
158;14;0;0
159;1;3451;3812
159;2;0;0
159;3;19334;19310
159;4;0;0
159;5;9552;9552
159;6;22558;22892
159;7;6254;5217
159;8;388;388
159;9;3848;3118
159;10;1972;1972
159;11;0;0
159;12;3770;3770
159;13;33092;32026
159;14;0;0
160;1;2489;2753
160;2;1273;892
160;3;9456;11548
160;4;188;188
160;5;4768;4768
160;6;9934;10317
160;7;5680;5489
160;8;330;330
160;9;3213;3436
160;10;1545;1545
160;11;0;0
160;12;471;471
160;13;27611;25682
160;14;0;0
161;1;3675;3314
161;2;2524;2613
161;3;11460;11686
161;4;32;32
161;5;6495;6495
161;6;15592;15497
161;7;6772;7407
161;8;0;0
161;9;2007;1755
161;10;2478;2478
161;11;913;913
161;12;8286;8286
161;13;30318;30001
161;14;1003;1003
162;1;1782;1403
162;2;750;750
162;3;7253;7381
162;4;0;0
162;5;1835;1835
162;6;13720;13720
162;7;1680;1363
162;8;0;0
162;9;2141;1894
162;10;824;824
162;11;0;0
162;12;1028;1470
162;13;13059;13633
162;14;0;0
163;1;3377;3377
163;2;1230;1230
163;3;11202;11354
163;4;550;0
163;5;7014;7014
163;6;21485;21246
163;7;4276;4830
163;8;525;473
163;9;1451;1502
163;10;1671;1671
163;11;0;0
163;12;192;192
163;13;22332;22184
163;14;1780;1780
164;1;2466;2049
164;2;435;435
164;3;5926;6694
164;4;519;519
164;5;0;0
164;6;4022;4022
164;7;1939;1582
164;8;0;0
164;9;272;403
164;10;3197;3197
164;11;0;0
164;12;634;192
164;13;2495;2421
164;14;0;0
165;1;2697;2697
165;2;630;630
165;3;10215;8723
165;4;605;605
165;5;163;163
165;6;2613;2524
165;7;814;787
165;8;0;0
165;9;874;874
165;10;162;162
165;11;19;19
165;12;0;0
165;13;1204;3133
165;14;0;0
166;1;15614;14163
166;2;4026;4026
166;3;16684;17621
166;4;334;334
166;5;4961;5196
166;6;33429;33066
166;7;4594;5143
166;8;474;474
166;9;3111;3061
166;10;1988;1830
166;11;0;0
166;12;0;0
166;13;22514;22514
166;14;0;0
167;1;20503;21176
167;2;9934;10822
167;3;20941;19228
167;4;0;0
167;5;943;1211
167;6;25741;25437
167;7;9949;10320
167;8;220;220
167;9;3043;3083
167;10;705;705
167;11;0;0
167;12;0;0
167;13;10827;10618
167;14;0;0
168;1;10174;10056
168;2;4217;4217
168;3;20087;19684
168;4;9;0
168;5;5386;5386
168;6;15152;14882
168;7;3851;3640
168;8;0;0
168;9;3535;3755
168;10;467;467
168;11;765;765
168;12;443;443
168;13;9697;9774
168;14;0;0
169;1;21646;24301
169;2;2895;2590
169;3;20380;17706
169;4;126;126
169;5;3986;3751
169;6;22677;22677
169;7;7111;7466
169;8;0;0
169;9;879;879
169;10;1277;1277
169;11;10;121
169;12;771;771
169;13;20217;20143
169;14;0;0
170;1;7987;10370
170;2;1143;600
170;3;32283;31892
170;4;0;0
170;5;6710;6710
170;6;27749;27296
170;7;8078;5625
170;8;0;0
170;9;703;1353
170;10;1952;1952
170;11;0;0
170;12;0;0
170;13;29567;29357
170;14;0;0
171;1;7102;7495
171;2;800;800
171;3;13559;12632
171;4;0;0
171;5;1633;1633
171;6;14205;14205
171;7;6393;6556
171;8;0;0
171;9;2681;2582
171;10;992;992
171;11;111;107
171;12;0;0
171;13;20394;20757
171;14;0;0
172;1;5576;8040
172;2;0;0
172;3;16303;14324
172;4;0;0
172;5;83;83
172;6;6477;6259
172;7;2611;2386
172;8;113;113
172;9;701;701
172;10;1831;1831
172;11;220;220
172;12;169;169
172;13;9880;9516
172;14;0;0
173;1;5077;4674
173;2;168;168
173;3;5915;6005
173;4;0;0
173;5;1664;1664
173;6;5096;5391
173;7;3351;3940
173;8;0;0
173;9;557;557
173;10;416;416
173;11;220;220
173;12;0;0
173;13;6235;5964
173;14;0;0
174;1;8173;7537
174;2;1437;1437
174;3;14979;15662
174;4;0;0
174;5;3217;3217
174;6;5420;5420
174;7;312;779
174;8;0;0
174;9;467;0
174;10;698;698
174;11;0;0
174;12;0;0
174;13;19612;19612
174;14;0;0
175;1;3065;3065
175;2;1119;1119
175;3;8651;8309
175;4;389;389
175;5;1271;1271
175;6;3355;3162
175;7;1573;1904
175;8;0;0
175;9;11;11
175;10;0;0
175;11;0;0
175;12;0;0
175;13;4788;4788
175;14;0;0
176;1;5821;5821
176;2;1811;1811
176;3;12179;11809
176;4;0;0
176;5;4278;4278
176;6;7738;8054
176;7;1896;1881
176;8;0;0
176;9;439;672
176;10;969;969
176;11;0;0
176;12;0;0
176;13;17549;16743
176;14;0;0
177;1;1803;1803
177;2;211;211
177;3;4001;3091
177;4;0;0
177;5;1811;1811
177;6;2054;2009
177;7;1694;1694
177;8;0;0
177;9;366;366
177;10;1085;1085
177;11;0;0
177;12;0;0
177;13;6114;6921
177;14;0;0
178;1;337;549
178;2;899;706
178;3;171;689
178;4;0;0
178;5;0;0
178;6;63;63
178;7;36;0
178;8;0;0
178;9;0;0
178;10;0;0
178;11;0;0
178;12;0;0
178;13;7237;6746
178;14;0;0
180;1;12881;12550
180;2;4172;4172
180;3;19757;19083
180;4;0;0
180;5;2900;2900
180;6;11861;10858
180;7;5217;5695
180;8;0;0
180;9;1575;1575
180;10;0;108
180;11;0;0
180;12;0;0
180;13;43619;44110
180;14;0;0
181;1;6045;5525
181;2;1498;1498
181;3;16723;18053
181;4;0;0
181;5;9831;8984
181;6;12875;12612
181;7;4638;4934
181;8;245;245
181;9;1413;1413
181;10;2511;2511
181;11;0;0
181;12;0;0
181;13;15285;15504
181;14;0;0
182;1;6810;7314
182;2;461;461
182;3;9846;9457
182;4;589;589
182;5;2391;3238
182;6;13911;13777
182;7;8480;8135
182;8;113;113
182;9;1084;601
182;10;3445;4544
182;11;0;0
182;12;0;0
182;13;21918;21763
182;14;1485;1485
183;1;4690;5093
183;2;237;237
183;3;15697;14806
183;4;0;0
183;5;5560;5560
183;6;10029;10029
183;7;3748;3804
183;8;0;0
183;9;1377;1377
183;10;1251;1251
183;11;0;0
183;12;0;0
183;13;14455;14880
183;14;495;0
184;1;5700;5791
184;2;0;0
184;3;6207;5825
184;4;207;207
184;5;1683;1683
184;6;3682;3682
184;7;1452;1452
184;8;0;0
184;9;443;443
184;10;2339;2339
184;11;0;0
184;12;0;0
184;13;8308;8308
184;14;0;0
185;1;2670;2773
185;2;304;229
185;3;6373;6593
185;4;137;293
185;5;1170;1170
185;6;5894;5894
185;7;1815;1815
185;8;0;0
185;9;1227;919
185;10;1233;1233
185;11;383;383
185;12;0;0
185;13;20101;19998
185;14;495;990
186;1;946;794
186;2;0;0
186;3;3209;2746
186;4;0;0
186;5;621;621
186;6;3185;3185
186;7;1018;1220
186;8;0;0
186;9;439;439
186;10;1172;1172
186;11;713;713
186;12;0;0
186;13;6100;5928
186;14;0;0
187;1;6033;6030
187;2;3037;3037
187;3;7633;6840
187;4;0;0
187;5;6078;6078
187;6;7365;7245
187;7;3956;3899
187;8;0;0
187;9;1520;2525
187;10;1175;1175
187;11;0;0
187;12;2016;2016
187;13;37415;36467
187;14;0;0
188;1;4998;5730
188;2;1403;2125
188;3;13789;13345
188;4;188;188
188;5;6078;6078
188;6;12603;13227
188;7;8099;7527
188;8;0;0
188;9;155;0
188;10;2823;2823
188;11;780;547
188;12;970;970
188;13;21257;20947
188;14;0;0
189;1;6409;6962
189;2;3224;3008
189;3;17073;17073
189;4;0;0
189;5;8109;8109
189;6;5051;5392
189;7;2643;2643
189;8;256;256
189;9;1557;1557
189;10;1033;1329
189;11;0;0
189;12;0;0
189;13;28773;28773
189;14;0;0
190;1;5869;6802
190;2;3014;3014
190;3;17767;17327
190;4;0;0
190;5;3794;3794
190;6;14627;13963
190;7;3348;3348
190;8;0;155
190;9;1925;1723
190;10;3081;3081
190;11;331;331
190;12;0;0
190;13;12187;11829
190;14;0;0
191;1;3770;3173
191;2;2206;2206
191;3;11897;12226
191;4;0;0
191;5;1455;1455
191;6;12811;12811
191;7;1165;1165
191;8;0;0
191;9;0;0
191;10;915;1622
191;11;0;0
191;12;350;350
191;13;0;0
191;14;0;0
192;1;8088;7016
192;2;0;0
192;3;9012;9431
192;4;0;0
192;5;914;546
192;6;10199;10199
192;7;1112;1112
192;8;0;292
192;9;1287;1782
192;10;583;583
192;11;0;0
192;12;0;0
192;13;19527;19816
192;14;0;0
193;1;2992;2992
193;2;0;0
193;3;6080;5184
193;4;444;444
193;5;5187;5187
193;6;4170;4170
193;7;757;1343
193;8;0;0
193;9;1094;1094
193;10;758;758
193;11;0;0
193;12;0;0
193;13;3295;3295
193;14;0;0
194;1;3654;3654
194;2;144;144
194;3;7322;8095
194;4;0;0
194;5;2302;2302
194;6;2952;2952
194;7;1814;1814
194;8;502;502
194;9;590;0
194;10;958;958
194;11;0;0
194;12;205;205
194;13;11129;10839
194;14;0;0
195;1;5103;5103
195;2;307;307
195;3;9534;8357
195;4;0;0
195;5;6395;6395
195;6;8888;10342
195;7;2398;3513
195;8;0;0
195;9;1138;1138
195;10;1776;1776
195;11;0;0
195;12;1251;1251
195;13;17629;17751
195;14;0;0
196;1;4844;4633
196;2;0;0
196;3;5775;5592
196;4;0;0
196;5;1716;2015
196;6;9629;9629
196;7;6325;5965
196;8;0;0
196;9;1509;1509
196;10;494;494
196;11;0;233
196;12;0;0
196;13;26054;25932
196;14;0;0
197;1;2394;2394
197;2;339;339
197;3;11915;13375
197;4;176;176
197;5;5100;4801
197;6;7629;8568
197;7;5419;4175
197;8;0;0
197;9;392;392
197;10;195;195
197;11;107;0
197;12;653;653
197;13;8736;9046
197;14;0;0
198;1;4268;3733
198;2;2326;2326
198;3;30607;30598
198;4;0;0
198;5;3377;3377
198;6;15599;15839
198;7;5724;5837
198;8;0;0
198;9;2619;2343
198;10;591;591
198;11;0;0
198;12;1242;1242
198;13;21634;21634
198;14;0;0
199;1;10874;9855
199;2;10597;10597
199;3;15830;16921
199;4;786;786
199;5;3095;3095
199;6;18999;18999
199;7;5946;6401
199;8;0;0
199;9;396;166
199;10;0;0
199;11;0;0
199;12;11898;11898
199;13;58307;58307
199;14;0;0
200;1;3297;3379
200;2;5953;5864
200;3;6579;6579
200;4;0;0
200;5;6185;6185
200;6;2184;2184
200;7;1045;1045
200;8;0;0
200;9;804;804
200;10;758;758
200;11;179;179
200;12;2838;2838
200;13;18395;18395
200;14;0;0
201;1;5270;2988
201;2;5798;4708
201;3;15214;17875
201;4;233;233
201;5;5795;5795
201;6;9900;9900
201;7;2127;2127
201;8;0;0
201;9;1324;1324
201;10;698;1367
201;11;0;390
201;12;0;0
201;13;60050;59659
201;14;0;0
202;1;12379;14779
202;2;3954;3954
202;3;17231;14890
202;4;0;0
202;5;4818;4818
202;6;25219;24438
202;7;12502;12713
202;8;256;256
202;9;1436;1712
202;10;3394;2725
202;11;390;0
202;12;1251;1251
202;13;43396;43787
202;14;1302;1302
203;1;8699;7979
203;2;4307;5094
203;3;8867;9493
203;4;0;0
203;5;4901;4901
203;6;2719;2719
203;7;1943;1943
203;8;0;0
203;9;716;716
203;10;1594;1594
203;11;0;0
203;12;391;391
203;13;44503;43668
203;14;1302;1302
204;1;8316;9132
204;2;7604;6561
204;3;30894;26656
204;4;0;485
204;5;5241;5241
204;6;19003;21043
204;7;6549;5799
204;8;0;0
204;9;4324;4623
204;10;3526;3526
204;11;0;0
204;12;0;0
204;13;56006;57722
204;14;0;0
205;1;5931;6754
205;2;9839;8638
205;3;16750;15540
205;4;2185;2185
205;5;10678;10678
205;6;9986;10062
205;7;5469;5142
205;8;810;810
205;9;1636;2153
205;10;1146;850
205;11;0;0
205;12;0;0
205;13;67169;67169
205;14;0;0
206;1;7100;6270
206;2;4918;5154
206;3;11158;11573
206;4;1200;715
206;5;4282;4282
206;6;10254;9018
206;7;3500;3500
206;8;405;405
206;9;4356;4076
206;10;3483;3483
206;11;179;179
206;12;907;907
206;13;23618;23338
206;14;0;0
207;1;9497;9497
207;2;6436;5992
207;3;14140;13549
207;4;987;987
207;5;5796;5796
207;6;19954;19191
207;7;6339;6084
207;8;0;0
207;9;1088;1367
207;10;4636;3818
207;11;199;199
207;12;6459;6459
207;13;72549;72829
207;14;369;369
208;1;10982;9899
208;2;3617;4520
208;3;17219;19254
208;4;207;207
208;5;2766;2429
208;6;20991;20871
208;7;5679;4564
208;8;0;0
208;9;1187;1373
208;10;3180;3180
208;11;255;255
208;12;426;426
208;13;14504;13801
208;14;0;0
209;1;4230;3422
209;2;0;0
209;3;13162;13399
209;4;0;0
209;5;3983;3983
209;6;24604;24604
209;7;7660;7801
209;8;0;0
209;9;907;1158
209;10;560;560
209;11;0;0
209;12;426;426
209;13;12219;12411
209;14;1226;1226
210;1;3815;3834
210;2;3024;3024
210;3;19515;18406
210;4;0;0
210;5;4345;4345
210;6;15781;15781
210;7;4323;4517
210;8;614;614
210;9;2433;3826
210;10;2941;2941
210;11;205;205
210;12;0;0
210;13;5499;5817
210;14;0;0
211;1;3733;3733
211;2;0;0
211;3;18102;18159
211;4;0;0
211;5;4675;4284
211;6;21445;21445
211;7;10254;10667
211;8;0;0
211;9;198;198
211;10;1072;2273
211;11;0;0
211;12;0;0
211;13;10572;10377
211;14;167;167
212;1;2992;3334
212;2;437;0
212;3;15270;14662
212;4;0;0
212;5;5565;5565
212;6;9751;9751
212;7;2181;3611
212;8;0;0
212;9;3318;2267
212;10;2612;2612
212;11;255;255
212;12;0;0
212;13;12741;13230
212;14;305;305
213;1;5907;5621
213;2;210;210
213;3;14902;15620
213;4;0;0
213;5;8534;8534
213;6;16880;16528
213;7;8220;9461
213;8;0;0
213;9;2014;1569
213;10;2430;2430
213;11;616;616
213;12;0;0
213;13;15574;14383
213;14;0;0
214;1;4376;4688
214;2;244;244
214;3;8802;8026
214;4;0;0
214;5;2523;3058
214;6;11606;11606
214;7;4471;3982
214;8;0;0
214;9;861;1168
214;10;947;891
214;11;0;0
214;12;0;0
214;13;4649;4649
214;14;0;0
215;1;7774;7774
215;2;0;0
215;3;11654;10794
215;4;0;0
215;5;3387;3387
215;6;15931;15688
215;7;4348;5014
215;8;0;0
215;9;171;440
215;10;1614;1670
215;11;0;0
215;12;0;0
215;13;14224;14103
215;14;813;813
216;1;9987;8882
216;2;0;0
216;3;4784;5950
216;4;0;0
216;5;1955;1955
216;6;11292;12294
216;7;7847;7847
216;8;0;0
216;9;2316;2316
216;10;1701;1701
216;11;0;425
216;12;669;669
216;13;20301;19876
216;14;0;0
217;1;5810;5810
217;2;0;0
217;3;3715;3715
217;4;0;0
217;5;5429;5429
217;6;4511;4589
217;7;3412;3334
217;8;0;0
217;9;1565;1565
217;10;372;372
217;11;0;0
217;12;0;0
217;13;8540;8540
217;14;0;0
218;1;12445;12760
218;2;0;0
218;3;20862;21184
218;4;0;0
218;5;3795;3795
218;6;16484;16484
218;7;5619;4519
218;8;0;0
218;9;3826;3673
218;10;666;666
218;11;425;0
218;12;4164;4164
218;13;40051;41108
218;14;0;0
219;1;6287;6287
219;2;0;0
219;3;6876;6344
219;4;0;0
219;5;4720;4720
219;6;19476;19476
219;7;8322;8435
219;8;0;0
219;9;371;761
219;10;0;0
219;11;0;0
219;12;0;0
219;13;21561;21561
219;14;1616;1616
220;1;5385;4858
220;2;431;431
220;3;10435;9588
220;4;0;0
220;5;502;911
220;6;8593;8593
220;7;5849;5977
220;8;0;0
220;9;0;792
220;10;968;968
220;11;541;541
220;12;0;0
220;13;17238;17238
220;14;0;0
221;1;3541;3186
221;2;216;216
221;3;14122;15812
221;4;0;0
221;5;6103;6586
221;6;17493;17493
221;7;8356;6034
221;8;0;0
221;9;1082;1226
221;10;1308;1308
221;11;0;0
221;12;2769;2769
221;13;18228;18678
221;14;0;0
222;1;4211;3914
222;2;902;621
222;3;14235;14706
222;4;0;0
222;5;6667;6114
222;6;19837;19391
222;7;5931;5069
222;8;0;0
222;9;767;980
222;10;2593;2593
222;11;0;0
222;12;2502;2502
222;13;14278;15589
222;14;160;160
223;1;3224;3380
223;2;820;1008
223;3;11373;11605
223;4;0;0
223;5;4228;4228
223;6;5405;5603
223;7;2496;2298
223;8;155;0
223;9;3655;2243
223;10;882;882
223;11;389;389
223;12;0;0
223;13;13850;15068
223;14;0;0
224;1;0;0
224;2;0;0
224;3;871;871
224;4;0;0
224;5;1055;1055
224;6;2264;2264
224;7;747;747
224;8;0;0
224;9;1408;1408
224;10;0;0
224;11;0;0
224;12;739;739
224;13;361;361
224;14;0;0
225;1;4577;4668
225;2;1431;1431
225;3;15780;16355
225;4;285;285
225;5;4196;4196
225;6;8561;8561
225;7;5117;5117
225;8;0;0
225;9;0;0
225;10;2278;2278
225;11;0;0
225;12;0;0
225;13;18282;17991
225;14;0;0
226;1;12288;12447
226;2;6523;6109
226;3;23995;24683
226;4;0;0
